id,category,sub_category,material,color,occasion,brand,title,,fit,sleeve_length,neck,waist_rise,closure,print_or_pattern_type,shape,length,collar,preprocessed_product_details
101963,men,kurtas,cotton,yellow,"Cultural events, Festive occasions",fabindia,men striped daily cotton straight kurtas,,,long sleeves,band collar,,,,straight,above knee,,yellow straight men kurta men striped striped band collar long rollup sleeves straight shape straight hemline weave type knitted
101964,men,kurtas,cotton,blue,"Cultural events, Festive occasions",fabindia,men striped daily cotton straight kurtas,,,long sleeves,band collar,,,,straight,above knee,,blue white straight men kurta men striped striped band collar long rollup sleeves straight shape straight hemline weave type knitted
101965,men,kurtas,cotton,white,"Cultural events, Festive occasions",fabindia,men striped daily cotton straight kurtas,,,long sleeves,band collar,,,,straight,above knee,,peach white straight men kurta men striped striped band collar long rollup sleeves straight shape straight hemline weave type knitted
101966,men,kurtas,cotton,green,"Cultural events, Festive occasions",fabindia,men striped kurta,,,short sleeves,mandarin collar,,,,straight,above knee,,colour green woven design striped mandarin collar short rollup sleeves straight shape empire style beads stones detail knee straight hem machine weave regular cotton
101967,men,kurtas,cotton,blue,"Cultural events, Festive occasions",fabindia,men striped thread work kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,colour blue woven design striped mandarin collar long puff sleeves straight shape angrakha style thread work detail knee length straight hem knitted regular cotton
101968,men,kurtas,cotton,yellow,"Cultural events, Festive occasions",fabindia,men striped thread work kurta,,,long sleeves,shirt collar,,,,a-line,knee length,,colour yellow woven design striped shirt collar long sleeves aline shape regular style thread work detail knee length highlow hem knitted regular cotton
101969,men,kurtas,cotton,green,"Cultural events, Festive occasions",fabindia,men striped woven design band collar cotton straight kurta,,,short sleeves,band collar,,,,straight,above knee,,colour green striped woven design band collar short regular sleeves straight shape regular style knee length straight hem machine weave regular cotton
101970,men,kurtas,only,maroon,"Cultural events, Festive occasions",fabindia,men thread work kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,colour maroon striped woven design mandarin collar long regular sleeves straight shape high slit style thread work detail knee length straight hem knitted regular viscose rayon
101971,men,kurtas,cotton,blue,"Cultural events, Festive occasions",fabindia,shirt collar striped pathani cotton kurta,,,long sleeves,shirt collar,,,,pathani,above knee,,colour blue beige striped shirt collar long rollup sleeves pathani shape straight style knee curved hem machine weave regular cotton pocket
101972,men,kurtas,cotton,yellow,"Cultural events, Festive occasions",fabindia,striped band collar cotton short kurta,,,long sleeves,mandarin collar,,,,straight,above knee,,colour yellow striped mandarin collar long regular sleeves straight shape regular style knee straight hem machine weave regular cotton
101973,men,kurtas,cotton,green,"Cultural events, Festive occasions",fabindia,striped band collar long sleeves cotton straight kurta,,,long sleeves,band collar,,,,straight,knee length,,colour green white striped band collar long regular sleeves straight shape regular style knee length straight hem machine weave regular cotton
101974,men,kurtas,cotton,black,"Cultural events, Festive occasions",fabindia,striped band collar pure cotton straight kurta,,,long sleeves,band collar,,,,straight,knee length,,colour black striped band collar long regular sleeves straight shape regular style knee length straight hem knitted woven regular cotton
101975,men,kurtas,cotton,green,"Cultural events, Festive occasions",fabindia,striped band collar rollup sleeves dobby weave cotton straight short kurta,,,long sleeves,band collar,,,,straight,above knee,,colour green striped band collar long rollup sleeves straight shape regular style knee straight hem machine weave regular cotton
101976,men,kurtas,cotton,blue,"Cultural events, Festive occasions",fabindia,striped band collar rollup sleeves dobby weave cotton straight short kurta,,,long sleeves,band collar,,,,straight,above knee,,colour blue striped band collar long rollup sleeves straight shape regular style knee straight hem machine weave regular cotton
101977,men,kurtas,silk,orange,"Cultural events, Festive occasions",fabindia,striped band collar silk straight kurta,,,long sleeves,band collar,,,,straight,knee length,,colour orange striped band collar long regular sleeves straight shape regular style knee length straight hem machine weave regular silk
101978,men,kurtas,cotton,yellow,"Cultural events, Festive occasions",fabindia,striped band collar straight kurta,,,long sleeves,band collar,,,,straight,knee length,,colour yellow striped band collar long rollup sleeves straight shape regular style thread work detail knee length straight hem machine weave regular cotton
101979,men,kurtas,cotton,black,"Cultural events, Festive occasions",fabindia,striped band collar thread work pure cotton straight kurta,,,long sleeves,band collar,,,,straight,knee length,,colour black striped band collar long regular sleeves straight shape regular style thread work knee length straight hem knitted woven regular cotton
101980,men,kurtas,cotton,white,"Cultural events, Festive occasions",fabindia,striped chikankari band collar cotton straight kurta,,,long sleeves,band collar,,,,straight,knee length,,colour white striped band collar long regular sleeves straight shape regular style chikankari detail knee length straight hem machine weave regular cotton
101981,men,kurtas,cotton,teal,"Cultural events, Festive occasions",fabindia,striped dobby cotton kurta,,,long sleeves,band collar,,,,straight,above knee,,colour teal striped band collar long regular sleeves straight shape regular style knee straight hem machine weave regular cotton
101982,men,kurtas,cotton,green,"Cultural events, Festive occasions",fabindia,striped mandarin collar cotton slim fit straight kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,colour green white striped mandarin collar long rollup sleeves straight shape regular style side slits knee length straight hem machine weave regular cotton
101983,men,kurtas,viscose,yellow,"Cultural events, Festive occasions",fabindia,striped mandarin collar thread work straight kurta,,,long sleeves,mandarin collar,,,striped,straight,knee length,,colour mustard yellow striped mandarin collar long regular sleeves straight shape pleated style thread work detail knee length straight hem machine weave regular viscose rayon
101984,men,kurtas,cotton,white,"Cultural events, Festive occasions",fabindia,striped pure cotton mandarin collar straight kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,colour white checked striped mandarin collar long puff sleeves straight shape pleated style thread work detail knee length straight hem knitted regular cotton
101985,men,kurtas,cotton,blue,"Cultural events, Festive occasions",fabindia,thread work band collar cotton straight kurta,,,long sleeves,band collar,,,,straight,knee length,,colour blue solid band collar long regular sleeves straight shape regular style thread work detail knee length straight hem machine weave regular cotton
101986,men,kurtas,cotton,yellow,"Cultural events, Festive occasions",fabindia,thread work band collar cotton straight kurta,,,long sleeves,band collar,,,,straight,knee length,,colour yellow solid band collar long regular sleeves straight shape regular style thread work detail knee length straight hem machine weave regular cotton
101987,men,kurtas,silk,blue,"Cultural events, Festive occasions",fabindia,thread work band collar straight kurta,,,long sleeves,band collar,,,,straight,knee length,,colour teal blue solid band collar long regular sleeves straight shape regular style thread work detail knee length straight hem machine weave regular viscose rayon
101988,men,kurtas,cotton,red,"Cultural events, Festive occasions",fabindia,woven design band collar kurta,,,long sleeves,band collar,,,woven design,straight,knee length,,colour red woven design band collar long rollup sleeves straight shape high slit style thread work detail knee length straight hem machine weave regular cotton
101989,men,kurtas,cotton,green,"Cultural events, Festive occasions",fabindia,woven design band collar kurta,,,long sleeves,mandarin collar,,,floral,straight,knee length,,colour green woven design mandarin collar long rollup sleeves straight shape regular style knee length straight hem machine weave regular cotton
101990,men,kurtas,cotton,blue,"Cultural events, Festive occasions",fabindia,woven design band collar rollup sleeves cotton straight kurta,,,long sleeves,band collar,,,,straight,knee length,,colour blue white woven design band collar long rollup sleeves straight shape regular style knee length straight hem machine weave regular cotton
101991,men,kurtas,cotton,,"Cultural events, Festive occasions",fabindia,woven design mandarin collar regular pure cotton kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,woven design woven design mandarin collar long regular sleeves straight shape regular style knee length straight hem knitted woven regular cotton
101992,men,kurtas,rayonh,red,"Cultural events, Festive occasions",house of pataudi,embroidered mandarin collar ethnic wear kurta,,,long sleeves,mandarin collar,,,,a-line,knee length,,green kurta embroidered has mandarin collarlong regular sleeves regular design styling aline shape knee length straight hem machine weave regular rayon
101993,men,kurtas,viscose,red,"Cultural events, Festive occasions",house of pataudi,embroidered straight kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,kurta design purple kurta embroidered mandarin collar neck long regular sleeves straight shaped kneelength straight hem machine weave regular rayon
101994,men,kurtas,viscose,red,"Cultural events, Festive occasions",house of pataudi,embroidered straight kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,kurta design green kurta embroidered mandarin collar neck long regular sleeves straight shaped kneelength straight hem machine weave regular rayon
101995,men,kurtas,viscose,red,"Cultural events, Festive occasions",house of pataudi,abstract embroidered mandarin collar chikankari straight kurta,,,long sleeves,mandarin collar,,,,straight,calf length,,disclaimeractual product colors may vary slightly due screen resolution lighting differencesoffwhite purpal orange kurta embroidered mandarin necklinelong sleeves regular design styling straight shape calf length straight hem machine weave regular
101996,men,kurtas,viscose,red,"Cultural events, Festive occasions",house of pataudi,chevron embroidered mandarin collar thread work straight kurta,,,long sleeves,mandarin collar,,,,straight,calf length,,disclaimer actual product colors may vary slightly due screen resolution lighting differencescolor yellow chevron embroidered mandarin collar long regular sleeves straight shape has thread work detailing calf length straight hem machine weave fabric
101997,men,kurtas,viscose,red,"Cultural events, Festive occasions",house of pataudi,chevron embroidered straight kurta,,,long sleeves,mandarin collar,,,,straight,calf length,,lavendercoloured kurta chevron embroidered mandarin collar neckline long sleeves regular design styling straight shape calf length straight hem machine weave regular
101998,men,kurtas,viscose,red,"Cultural events, Festive occasions",house of pataudi,chevron embroidered thread work printed straight kurta,,,long sleeves,mandarin collar,,,,straight,calf length,,disclaimeractual product colors may vary slightly due screen resolution lighting differencespink blue kurta chevron embroidered has mandarin collar neckline long regular sleeves straight shape calf length straight hem machine weave regular rayon
101999,men,kurtas,viscose,red,"Cultural events, Festive occasions",house of pataudi,chevron embroidered straight kurta,,,long sleeves,mandarin collar,,,,straight,calf length,,disclaimer actual product colors may vary slightly due screen resolution lighting differences offwhite kurta chevron mbroidered mandarin collar neckline long sleeves regular design styling straight shape calf length straight hem machine weave regular viscose rayon
102000,men,kurtas,cotton,red,"Cultural events, Festive occasions",house of pataudi,chikankari straight kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,maroon kurta embroidered has mandarin collar necklinelong sleeves regular design styling staright shape knee length straighht hem machine weave regular
102001,men,kurtas,cotton,red,"Cultural events, Festive occasions",house of pataudi,elegant chikankari straight kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,black kurta embroidered has mandarin collar necklinelong sleeves regular design styling staright shape knee length straighht hem machine weave regular
102002,men,kurtas,cotton,red,"Cultural events, Festive occasions",house of pataudi,embroidered cotton straight kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,mauve kurta embroidered has mandarin collarlong regular sleeves regular design styling straight shape knee length straight hem machine weave regular cotton
102003,men,kurtas,rayonh,red,"Cultural events, Festive occasions",house of pataudi,embroidered mandarin collar ethnic wear kurta,,,long sleeves,mandarin collar,,,,a-line,knee length,,yellow kurta embroidered has mandarin collarlong regular sleeves regular design styling aline shape knee length straight hem machine weave regular rayon
102004,men,kurtas,rayonh,red,"Cultural events, Festive occasions",house of pataudi,embroidered mandarin collar ethnic wear kurta,,,long sleeves,mandarin collar,,,,a-line,knee length,,purple kurta embroidered has mandarin collarlong regular sleeves regular design styling aline shape knee length straight hem machine weave regular rayon
102005,men,kurtas,viscose,red,"Cultural events, Festive occasions",house of pataudi,embroidered sequinned mandarin collar straight kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,mauve kurta ethnic motif embroidered mandarin collarlong regular sleeves button closure straight shape knee length straight hem side slit machine weave regular viscose rayon
102006,men,kurtas,viscose,red,"Cultural events, Festive occasions",house of pataudi,embroidered sequinned mandarin collar straight kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,white kurta ethnic motif embroidered mandarin collar long regular sleeves has sequin details button closure straight shape knee length straight hem side slit machine weave regular viscose rayon
102007,men,kurtas,viscose,red,"Cultural events, Festive occasions",house of pataudi,embroidered sequinned mandarin collar straight kurta,,,long sleeves,mandarin collar,,,,straight,calf length,,green kurta sequin embroidered has mandarin necklinelong regular sleeves regular styling straight shape calf length straight hem machine weave regular viscose rayon
102008,men,kurtas,polyester,red,"Cultural events, Festive occasions",house of pataudi,embroidered straight kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,cream coloured pink green kurta embroidered has mandarin collarlong regular sleeves regular design styling straight shape knee length straight hem machine weave regular polyester
102009,men,kurtas,viscose,red,"Cultural events, Festive occasions",house of pataudi,embroidered straight kurta,,,long sleeves,band collar,,,,straight,calf length,,black kurta embroidered has mandarin collar necklinelong sleeves regular design styling staright shape knee length straighht hem machine weave regular
102010,men,kurtas,viscose,red,"Cultural events, Festive occasions",house of pataudi,embroidered straight kurtas,,,long sleeves,mandarin collar,,,,straight,knee length,,white kurta embroideredround neck long sleeves straight line shaped anklelength straight hem machine weave
102011,men,kurtas,viscose,red,"Cultural events, Festive occasions",house of pataudi,embroidered straight kurtas,,,long sleeves,mandarin collar,,,,straight,knee length,,peach coloured kurta embroideredmandarin collar long sleeves straight line shaped anklelength straight hem machine weave
102012,men,kurtas,viscose,red,"Cultural events, Festive occasions",house of pataudi,embroidered straight kurtas,,,long sleeves,mandarin collar,,,,straight,knee length,,blue kurta embroideredmandarin collar long sleeves straight line shaped anklelength straight hem machine weave
102013,men,kurtas,viscose,red,"Cultural events, Festive occasions",house of pataudi,embroidered straight kurtas,,,long sleeves,mandarin collar,,,,straight,knee length,,white kurta embroideredmandarin collar long sleeves straight line shaped anklelength straight hem machine weave
102014,men,kurtas,viscose,red,"Cultural events, Festive occasions",house of pataudi,ethnic motif embroidered mandarin collar round neck sequins kurta,,,long sleeves,mandarin collar,,,,straight,above knee,,red kurta ethnic motif embroidered has mandarin collar neckline long regular sleeves regular design styling straight shape knee length symmetric hem machine weave regular rayon
102015,men,kurtas,cotton,red,"Cultural events, Festive occasions",house of pataudi,ethnic motifs embroidered kurta,,,long sleeves,mandarin collar,,,,a-line,knee length,,colour beige ethnic motifs embroidered mandarin collar long regular sleeves aline shape regular style thread work detail knee length straight hem machine weave regular cotton
102016,men,kurtas,viscose,red,"Cultural events, Festive occasions",house of pataudi,ethnic motifs embroidered mandarin collar sequinned straight kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,purple kurta embroidered has mandarin necklinelong regular sleeves regular design styling straight shape knee length straight hem machine weave regular viscose rayon
102017,men,kurtas,viscose,red,"Cultural events, Festive occasions",house of pataudi,ethnic motifs embroidered mandarin collar sequinned straight kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,black kurta embroidered mandarin necklinelong regular sleeves regular design styling straight shape knee length straight hem machine weave regular viscose rayon
102018,men,kurtas,viscose,red,"Cultural events, Festive occasions",house of pataudi,ethnic motifs embroidered mandarin collar straight kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,mustardyellow kurta embroidered has mandarin neckline long regular sleeves regular design styling straight shape knee length straight hem machine weave regular viscose rayon
102019,men,kurtas,viscose,red,"Cultural events, Festive occasions",house of pataudi,ethnic motifs embroidered mandarin collar straight kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,maroon kurta ethnic motifs embroidered mandarin collar long regular sleeves button closure straight shape knee length straight hem machine weave regular viscose rayon
102020,men,kurtas,viscose,red,"Cultural events, Festive occasions",house of pataudi,ethnic motifs embroidered mandarin collar straight kurta,,,long sleeves,mandarin collar,,,,straight,calf length,,disclaimeractual product colors may vary slightly due screen resolution lighting differencesblue black kurta embroidered mandarin collar long regular sleeves button closure straight shape knee length straight hem machine weave regular viscose rayon
102021,men,kurtas,viscose,red,"Cultural events, Festive occasions",house of pataudi,ethnic motifs embroidered sequinned detail mandarin collar straight kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,purple coloured kurta ethnic motifs embroidered mandarin collar long regular sleeves regular style straight shape sequinned detail pockets knee length straight hem machine weave regular viscose rayon
102022,men,kurtas,viscose,red,"Cultural events, Festive occasions",house of pataudi,ethnic motifs embroidered sequinned mandarin collar straight kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,mauve kurti ethnic motifs embroideredmandarin colllar neck long regular sleeves sequins details straight shaped kneelength straigth hem machine weave regular rayon
102023,men,kurtas,viscose,red,"Cultural events, Festive occasions",house of pataudi,ethnic motifs embroidered sequinned mandarin collar straight kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,mustardyellow kurta ethnic motifs embroidered has mandarin collar necklong regular sleeves regular design styling sequins details straight shape knee length straight hem machine weave regular viscose rayon
102024,men,kurtas,viscose,red,"Cultural events, Festive occasions",house of pataudi,ethnic motifs embroidered straight kurta,,,long sleeves,mandarin collar,,,,straight,above knee,,mustardyellow kurta embroidered has mandarin neckline long regular sleeves regular design styling straight shape knee length straight hem machine weave regular viscose rayon
102025,men,kurtas,viscose,red,"Cultural events, Festive occasions",house of pataudi,ethnic motifs embroidered straight kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,blue kurta ethnic motifs embroidered mandarin collar long regular sleeves regular design styling straight shape knee length straight hem machine weave regular viscose rayon
102026,men,kurtas,cotton,white,"Cultural events, Festive occasions",house of pataudi,ethnic motifs printed mandarin collar collar straight kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,pink white kurta ethnic motifs printed mandarin collar long regular sleeves button closure straightshape knee length straight hem machine weave regular cotton
102027,men,kurtas,cotton,red,"Cultural events, Festive occasions",house of pataudi,floral embroidered chikankari cotton straight kurtas,,,long sleeves,mandarin collar,,,,straight,knee length,,blue kurta floral embroidered has mandarin collar necklinelong regular sleeves chikankari detail straight shape knee length straight hem machine weave regular cotton
102028,men,kurtas,viscose,red,"Cultural events, Festive occasions",house of pataudi,floral embroidered mandarin collar straight kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,green kurta floral embroidered mandarin collar long sleeves straight line shaped kneelength straight hem machine weave
102029,men,kurtas,polyester,red,"Cultural events, Festive occasions",house of pataudi,floral embroidered thread work jashn kurta,,,long sleeves,mandarin collar,,,,straight,above knee,,colour blue floral embroidered mandarin collar long regular sleeves straight shape regular style thread work detail knee length straight hem machine weave regular viscose rayon
102030,men,kurtas,cotton,blue,"Cultural events, Festive occasions",house of pataudi,floral printed band collar kurta,,,long sleeves,band collar,,,,straight,knee length,,colour navy blue floral printed band collar long regular sleeves straight shape regular style knee length straight hem machine weave regular blended
102031,men,kurtas,polyester,pink,"Cultural events, Festive occasions",house of pataudi,floral yoke design sequinned floral jashn kurta,,,long sleeves,mandarin collar,,,,straight,above knee,,colour dusty pink floral yoke design mandarin collar long regular sleeves straight shape regular style sequinned detail knee straight hem machine weave regular polyester pockets
102032,men,kurtas,viscose,red,"Cultural events, Festive occasions",house of pataudi,geometric embroidered mandarin collar straight kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,pink kurta geometric embroidered has mandarin collarlong regular sleeves regular design styling straight shape knee length straight hem machine weave
102033,men,kurtas,cotton,red,"Cultural events, Festive occasions",house of pataudi,hand crafted chikankari pure cotton jashn kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,colour mustard yellow barely blue solid embroidered mandarin collar long regular sleeves straight shape regular style thread work detail knee length straight hem machine weave regular cotton
102034,men,kurtas,viscose,blue,"Cultural events, Festive occasions",house of pataudi,ikat printed mandarin collar straight kurtas,,,long sleeves,mandarin collar,,,,straight,knee length,,tealblue pink white kurta ethnic motifs printed mandarin necklinelong sleeves regular design styling straight shape calf length straight hem machine weave regular
102035,men,kurtas,polyester,red,"Cultural events, Festive occasions",house of pataudi,jashn ethnic motifs embroidered zari work angrakha style kurta,,,long sleeves,round neck,,,,straight,ankle length,,colour maroon ethnic motifs embroidered round neck long regular sleeves straight shape angrakha style zari detail ankle length straight hem machine weave regular polyester
102036,men,kurtas,cotton,red,"Cultural events, Festive occasions",house of pataudi,men pink authentic hand embroidered chikankari kurta,,,long sleeves,mandarin collar,,,,straight,above knee,,colour pink ethnic motifs embroidered mandarin collar long sleeves regular sleeves straight shape regular style authentic hand embroidered chikankari knee straight hem machine weave regular polyester
102037,men,kurtas,viscose,red,"Cultural events, Festive occasions",house of pataudi,sequin embroidered straight kurta,,,long sleeves,band collar,,,,straight,calf length,,yellow golden kurta sequin embroidered has band necklinelong regular sleeves regular styling straight shape calf length symmetric hem machine weave regular viscose rayon
102038,men,kurtas,cotton,red,"Cultural events, Festive occasions",house of pataudi,sequin embroidered cotton straight kurta,,,long sleeves,mandarin collar,,,,straight,calf length,,pink golden kurta sequin embroidered has mandarin necklinelong regular sleeves regular styling straight shape calf length symmetric hem machine weave regular cotton
102039,men,kurtas,cotton,red,"Cultural events, Festive occasions",house of pataudi,sequin embroidered cotton straight kurta,,,long sleeves,mandarin collar,,,,straight,calf length,,disclaimeractual product colors may vary slightly due screen resolution lighting differencesyellow golden kurta sequin embroidered has mandarin necklinelong regular sleeves regular styling straight shape calf length symmetric hem machine weave regular cotton
102040,men,kurtas,viscose,red,"Cultural events, Festive occasions",house of pataudi,striped embroidered mandarin collar straight kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,colour purple kurta striped embroidered mandarin collar long regular sleeves button closure straight shape sequined work details knee length straight hem side slit machine weave regular viscose rayon
102041,men,kurtas,cotton,white,"Cultural events, Festive occasions",house of pataudi,vishnu ethnic motifs printed mandarin collar cotton straight kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,grey white kurta ethnic motifs printed mandarin collar long regular sleeves button closure straightshape knee length straight hem machine weave regular cotton
102042,men,kurtas,cotton,red,"Cultural events, Festive occasions",jompers,embroidered flared sleeves thread work strigth kurta,,,long sleeves,shirt collar,,,,straight,above knee,,colour white abstract embroidered shirt collar long regular sleeves strigth shape regular style thread work detail knee strigth hem machine weave regular cotton silk
102043,men,kurtas,cotton,red,"Cultural events, Festive occasions",jompers,embroidered mandarin collar chikankari kurta,,,long sleeves,mandarin collar,,,,straight,above knee,,colour turquoise blue white ethnic motif embroidered mandarin collar three quarter regular sleeves straight shape regular style chikankari detail knee straight hem machine weave regular cotton
102044,men,kurtas,cotton,red,"Cultural events, Festive occasions",jompers,embroidered mandarin collar chikankari kurta,,,long sleeves,mandarin collar,,,,straight,above knee,,colour grey white ethnic motif embroidered mandarin collar three quarter regular sleeves straight shape regular style chikankari detail knee straight hem machine weave regular cotton
102045,men,kurtas,cotton,red,"Cultural events, Festive occasions",jompers,ethnic motifs embroidered chikankari cotton  silk straight kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,colour grey white ethnic motifs embroidered mandarin collar long regular sleeves straight shape regular style chikankari silk detail knee length straight hem machine weave regular cotton silk
102046,men,kurtas,cotton,red,"Cultural events, Festive occasions",jompers,ethnic motifs embroidered mandarin collar straight kurta,,,long sleeves,mandarin collar,,,,straight,above knee,,colour beige white ethnic motifs embroidered mandarin collar long regular sleeves straight shape regular style knee straight hem machine weave regular cotton
102047,men,kurtas,viscose,red,"Cultural events, Festive occasions",jompers,ethnic motifs embroidered sequinned mandarin collar straight kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,colour magenta ethnic motifs embroidered mandarin collar long regular sleeves straight shape regular style sequins detail knee length straight hem machine weave regular viscose rayon
102048,men,kurtas,cotton,purple,"Cultural events, Festive occasions",jompers,ethnic motifs printed band collar pure cotton straight kurta,,,long sleeves,band collar,,,,straight,knee length,,colour purple ethnic motifs printed band collar long regular sleeves straight shape regular style knee length straight hem machine weave regular cotton
102049,men,kurtas,cotton,red,"Cultural events, Festive occasions",jompers,ethnic motifs printed mandarin collar silk  cotton straight kurta,,,long sleeves,mandarin collar,,,,straight,above knee,,colour black red ethnic motifs printed mandarin collar long regular sleeves straight shape regular style knee straight hem machine weave regular silk cotton
102050,men,kurtas,cotton,blue,"Cultural events, Festive occasions",jompers,ethnic motifs printed mandarin collar straight kurta,,,long sleeves,mandarin collar,,,,straight,above knee,,colour blue white ethnic motifs printed mandarin collar long regular sleeves straight shape regular style knee straight hem machine weave regular cotton
102051,men,kurtas,cotton,yellow,"Cultural events, Festive occasions",jompers,ethnic motifs printed pure cotton kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,colour yellow ethnic motifs printed mandarin collar long regular sleeves straight shape regular style knee length straight hem machine weave regular cotton
102052,men,kurtas,cotton,red,"Cultural events, Festive occasions",jompers,floral embroidered chikankari mandarin collar straight kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,colour yellow floral embroidered mandarin collar long regular sleeves straight shape regular style chikankari detail knee length straight hem machine weave regular cotton
102053,men,kurtas,cotton,red,"Cultural events, Festive occasions",jompers,floral embroidered mirror work mandarin collar cotton silk straight kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,colour white floral embroidered mandarin collar long regular sleeves straight shape regular style mirror work detail knee length straight hem machine weave regular cotton silk
102054,men,kurtas,cotton,red,"Cultural events, Festive occasions",jompers,floral embroidered thread work sequinned kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,colour purple floral embroidered mandarin collar long regular sleeves straight shape regular style thread work sequinned detail knee length straight hem machine weave regular cotton
102055,men,kurtas,cotton,red,"Cultural events, Festive occasions",jompers,floral embroidered thread work sequinned pure cotton kurta,,,long sleeves,mandarin collar,,,,straight,above knee,,colour black goldtoned floral embroidered mandarin collar long regular sleeves straight shape regular style thread work sequinned detail knee length straight hem machine weave regular cotton
102056,men,kurtas,cotton,red,"Cultural events, Festive occasions",jompers,floral embroidered thread work sequinned pure cotton kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,colour black geometric embroidered mandarin collar long regular sleeves straight shape regular style thread work sequinned detail knee length straight hem machine weave regular cotton
102057,men,kurtas,cotton,red,"Cultural events, Festive occasions",jompers,floral embroidered thread work sequinned pure cotton kurta,,,long sleeves,mandarin collar,,,,straight,above knee,,colour grey floral embroidered mandarin collar long regular sleeves straight shape regular style thread work sequinned detail knee length straight hem machine weave regular cotton
102058,men,kurtas,cotton,red,"Cultural events, Festive occasions",jompers,floral embroidered thread work sequinned pure cotton kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,colour coral floral embroidered mandarin collar long regular sleeves straight shape regular style thread work sequinned detail knee length straight hem machine weave regular cotton
102059,men,kurtas,cotton,,"Cultural events, Festive occasions",jompers,floral printed mandarin collar pure cotton straight kurtas,,,long sleeves,mandarin collar,,,,straight,knee length,,floral printed mandarin collar long regular sleeves straight shape regular style side slits knee length straight hem machine weave fabric
102060,men,kurtas,cotton,white,"Cultural events, Festive occasions",jompers,floral printed mandarin collar sequins ombre straight kurta,,,long sleeves,mandarin collar,,,,straight,above knee,,colour yellow grey white floral printed mandarin collar long regular sleeves straight shape regular style sequins detail knee straighthem machine weave regular cotton
102061,men,kurtas,cotton,white,"Cultural events, Festive occasions",jompers,floral printed mandarin collar sequins ombre straight kurta,,,long sleeves,mandarin collar,,,,straight,above knee,,colour grey white floral printed mandarin collar long regular sleeves straight shape regular style sequins detail knee straighthem machine weave regular cotton
102062,men,kurtas,cotton,red,"Cultural events, Festive occasions",jompers,floral sequins embroidered mandarin collar straight kurta,,,long sleeves,mandarin collar,,,,straight,above knee,,colour mauve white floral sequins embroidered mandarin collar long regular sleeves straight shape regular style thread work detail knee straight hem machine weave regular cotton silk
102063,men,kurtas,cotton,red,"Cultural events, Festive occasions",jompers,geometric embroidered mandarin collar chikankari pure cotton straight kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,colour teal geometric embroidered mandarin collar long regular sleeves straight shape regular style pockets chikankari detail knee length straight hem machine weave regular cotton
102064,men,kurtas,cotton,red,"Cultural events, Festive occasions",jompers,geometric embroidered mandarin collar mirror work cotton silk straight kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,colour mustard yellow geometric embroidered mandarin collar long regular sleeves straight shape regular style mirror work detail pockets knee length straight hem machine weave regular cotton silk
102065,men,kurtas,cotton,red,"Cultural events, Festive occasions",jompers,geometric embroidered mandarin collar sequinned pure cotton straight kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,colour grey silvertoned geometric embroidered mandarin collar long regular sleeves straight shape regular style pockets sequinned detail knee length straight hem machine weave regular cotton
102066,men,kurtas,cotton,black,"Cultural events, Festive occasions",jompers,geometric embroidered straight pure cotton kurta,,,long sleeves,band collar,,,,straight,knee length,,colour black geometric woven design band collar long rollup sleeves straight shape pleated style knee length curved hem machine weave regular cotton
